NUMBER_OF_T_VALUES_TO_TEST,SIMS_PER_T_VALUE,T_MAX,THRESHOLD,S_LEADER,GRIDSIZE_X,GRIDSIZE_Y,TIMESTEPS,BETA,BETA_LEADER,H,P_OCCUPATION,P_OPINION_1,a_0,S_MEAN,R,S_L_min,S_L_max,cluster_min,cluster_max,xmin,xmax,ymin,ymax
5,5,100,5,400,21,21,20,1,1,0,1,1,1,1,7.5,45.35143595294138,67.13923796561333,"(4.5472602513804095, 1.3525074335691754)","(2.896964747058836, nan)",0,134.27847593122667,0,22.5
