CRITICAL_TEMPERATURE,TIMESTEPS,S_LEADER,GRIDSIZE_X,GRIDSIZE_Y,BETA_PEOPLE,BETA_LEADER,INFLUENCE_LEADER,H,P_OCCUPATION,P_OPINION_1,a_0,S_MEAN,N
50,2500,100.0,21,21,1.0,1.0,100.0,0.0,1.0,0.5,1.0,1.0,349
