GRIDSIZE_X,GRIDSIZE_Y,TIMESTEPS,TEMP,H,BETA,BETA_LEADER,P_OCCUPATION,P_OPINION_1,S_LEADER,S_MEAN
21,21,30,10,0,1,1,1,1,150,1
