NUMBER_OF_T_VALUES_TO_TEST,SIMS_PER_T_VALUE,T_MAX,THRESHOLD,S_LEADER,GRIDSIZE_X,GRIDSIZE_Y,TIMESTEPS,BETA,BETA_LEADER,H,P_OCCUPATION,P_OPINION_1,a_0,S_MEAN,R,S_L_min,S_L_max,cluster_min,cluster_max,xmin,xmax,ymin,ymax
20,15,100,15,400,21,21,20,1,1,0,1,1,1,1,22.5,139.59921556063517,617.7543567583111,"(16.518517693873147, 1.0737649923073782)","(8.787450972539698, nan)",0,1235.5087135166223,0,22.5
